cocktail_name,alcoholic,category,cocktail_image,cocktail_glass,iba,instructions,ingredient_1_name,ingredient_1_id,ingredient_2_name,ingredient_2_id,ingredient_3_name,ingredient_3_id,ingredient_4_name,ingredient_4_id,ingredient_5_name,ingredient_5_id,ingredient_6_name,ingredient_6_id,measure_1,measure_2,measure_3,measure_4,measure_5,measure_6
Strawberry Daiquiri,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/deu59m1504736135.jpg,Cocktail glass,,Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.,Strawberry schnapps,247,Light rum,168,Lime juice,171,Powdered sugar,221,Strawberries,245,,null,1/2 oz,1 oz,1 oz,1 tsp,1 oz,
Casino,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/1mvjxg1504348579.jpg,Cocktail glass,Unforgettables,Pour all ingredients into shaker with ice cubes. Shake well. Strain into chilled cocktail glass. Garnish with a lemon twist and a maraschino cherry. Serve without a straw.,Gin,125,Maraschino liqueur,180,Lemon juice,161,Orange bitters,193,Cherry,64,,null,2 oz,1/4 tsp,1/4 tsp,2 dashes,1,
Arizona Antifreeze,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/dbtylp1493067262.jpg,Shot glass,,Pour all ingredients into shot glass and slam !!!!,Vodka,273,Midori melon liqueur,184,Sweet and sour,257,,null,,null,,null,1/3 oz,1/3 oz,1/3 oz,,,
Salty Dog,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/4vfge01504890216.jpg,Highball glass,,"Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.)",Grapefruit juice,135,Gin,125,Salt,231,,null,,null,,null,5 oz,1 1/2 oz,1/4 tsp,,,
Planter's Punch,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/yvos231504351384.jpg,Collins glass,Unforgettables,"Pour all ingredients, except the bitters, into shaker filled with ice. Shake well. Pour into large glass, filled with ice. Add Angostura bitters, ""on top"". Garnish with cocktail cherry and pineapple.",Dark rum,104,Orgeat syrup,199,Orange juice,195,Pineapple juice,216,,null,,null,1 part,1/2 part,2 parts,1 part,,
Abilene,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ysqwwt1461919465.jpg,Highball glass,,Pour all of the ingredients into a highball glass almost filled with ice cubes. Stir well.,Dark rum,104,Peach nectar,206,Orange juice,195,,null,,null,,null,1 1/2 oz,2 oz,3 oz,,,
Monkey Wrench,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/8it05n1504353314.jpg,Old-fashioned glass,,Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.,Light rum,168,Grapefruit juice,135,Bitters,38,,null,,null,,null,1 1/2 oz,3 oz,1 dash,,,
Royal Flush,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/7rnm8u1504888527.jpg,Old-fashioned glass,,Pour all the ingredients into tumbler over ice. Strain into glass.,Crown Royal,100,Peach schnapps,207,Chambord raspberry liqueur,61,Cranberry juice,92,,null,,null,1 1/2 oz,1 oz,1/2 oz,1 oz,,
Amaretto Rose,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/3jm41q1493069578.jpg,Collins glass,,Pour amaretto and lime juice over ice in a collins glass. Fill with club soda and serve.,Amaretto,12,Lime juice,171,Club soda,74,,null,,null,,null,1 1/2 oz,1/2 oz,"
","
","
","
"
Amaretto Mist,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/utpxxq1483388370.jpg,Old-fashioned glass,,"Pour amaretto in an old-fashioned glass over crushed ice. Add the wedge of lime and serve. (A wedge of lemon may be substituted for lime, if preferred.)",Amaretto,12,Lime,170,,null,,null,,null,,null,1 1/2 oz,1,,,,
Radler,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xz8igv1504888995.jpg,Highball glass,,"Pour beer into large mug, slowly add the 7-up (or Sprite).",Beer,34,7-Up,2,,null,,null,,null,,null,12 oz,12 oz,,,,
Whisky Mac,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yvvwys1461867858.jpg,Collins Glass,,Pour both of the ingredients into a wine goblet with no ice.,Scotch,235,Wine,282,,null,,null,,null,,null,1 1/2 oz,1 oz Green Ginger,,,,
Horse's Neck,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/006k4e1504370092.jpg,Highball glass,Contemporary Classics,"Pour brandy and ginger ale directly into highball glass with ice cubes. Stir gently. Garnish with lemon zest. If desired, add dashes of Angostura Bitter.",Lemon peel,162,Brandy,47,Ginger ale,127,Bitters,38,,null,,null,1 long strip,2 oz,5 oz,2 dashes,,
Bermuda Highball,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qrvtww1441206528.jpg,Highball glass,,"Pour brandy, gin, and dry vermouth into a highball glass over ice cubes. Fill with carbonated water and stir. Add the twist of lemon and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",Brandy,47,Gin,125,Dry Vermouth,108,Carbonated water,56,Lemon peel,162,,null,3/4 oz,3/4 oz,3/4 oz,"
","
","
"
English Highball,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/dhvr7d1504519752.jpg,Highball glass,,"Pour brandy, gin, and sweet vermouth into a highball glass over ice cubes. Fill with carbonated water. Add the twist of lemon peel, stir, and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",Brandy,47,Gin,125,Sweet Vermouth,258,Carbonated water,56,Lemon peel,162,,null,3/4 oz,3/4 oz,3/4 oz,"
","
","
"
Port And Starboard,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wxvupx1441553911.jpg,Pousse cafe glass,,"Pour carefully into a pousse-cafe glass, so that creme de menthe floats on grenadine. Serve without mixing.",Grenadine,138,Green Creme de Menthe,137,,null,,null,,null,,null,1 tblsp,1/2 oz,,,,
Kir Royale,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yt9i7n1504370388.jpg,Champagne Flute,,"Pour Creme de cassis in glass, gently pour champagne on top",Creme de Cassis,98,Champagne,62,,null,,null,,null,,null,1 part,5 parts,,,,
Ruby Tuesday,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/qsyqqq1441553437.jpg,Highball glass,,Pour gin and cranberry into a highball filled with ice cubes. Add grenadine and stir.,Gin,125,Cranberry juice,92,Grenadine,138,,null,,null,,null,2 oz,5 oz,2 splashes,,,
Citrus Coke,Alcoholic,Soft Drink / Soda,http://www.thecocktaildb.com/images/media/drink/uyrvut1479473214.jpg,Highball Glass,,Pour half of coke in a glass. Then add Bacardi and top it off with the remaining coke. Stir and drink up!,Bacardi Limon,29,Coca-Cola,75,,null,,null,,null,,null,1 part,2 parts,,,,
Herbal Flame,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/rrstxv1441246184.jpg,Mason jar,,"Pour Hot Damn 100 in bottom of a jar or regular glass. Fill the rest of the glass with sweet tea. Stir with spoon, straw, or better yet a cinnamon stick and leave it in.",Hot Damn,144,Tea,260,,null,,null,,null,,null,5 shots,very sweet,,,,
Amaretto Tea,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/b7qzo21493070167.jpg,Pousse cafe glass,,"Pour hot tea into a pousse-cafe glass, using a spoon in glass to prevent cracking. Add amaretto, but do not stir. Top with chilled whipped cream and serve.",Tea,260,Amaretto,12,Whipped cream,275,,null,,null,,null,6 oz hot,2 oz,Chilled,,,
Stinger,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/2ahv791504352433.jpg,Cocktail glass,Unforgettables,"Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass.",Brandy,47,White Creme de Menthe,279,,null,,null,,null,,null,1 1/2 oz,1/2 oz,,,,
Almond Chocolate Coffee,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/jls02c1493069441.jpg,Coffee mug,,Pour in order into coffee cup. Top with whipped creme and chocolate shcvings.,Amaretto,12,Dark Creme de Cacao,103,Coffee,81,,null,,null,,null,3/4 oz,1/2 oz,8 oz,,,
Big Red,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/yqwuwu1441248116.jpg,Shot glass,,Pour ingredients into 1 ounce shot glass,Irish cream,147,Goldschlager,130,,null,,null,,null,,null,1/2 oz,1/2 oz,,,,
Grasshopper,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/aqm9el1504369613.jpg,Cocktail glass,Contemporary Classics,Pour ingredients into a cocktail shaker with ice. Shake briskly and then strain into a chilled cocktail glass.,Green Creme de Menthe,137,Creme de Cacao,97,Light cream,167,,null,,null,,null,3/4 oz,3/4 oz white,3/4 oz,,,
Snake Bite,Alcoholic,Beer,http://www.thecocktaildb.com/images/media/drink/xuwpyu1441248734.jpg,Pint glass,,Pour ingredients into a pint glass. Drink. Fall over.,Lager,159,Cider,71,,null,,null,,null,,null,1/2 pint,1/2 pint sweet or dry,,,,
The Evil Blue Thing,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/ojnpz71504793059.jpg,Old-fashioned glass,,"Pour ingredients into glass, and drop in a blue whale! The blue whale isn't really necessary, but it makes the drink more ""fun"".",Creme de Cacao,97,Blue Curacao,44,Light rum,168,,null,,null,,null,1 1/2 oz,1 oz,1/2 oz,,,
Espresso Martini,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/n0sx531504372951.jpg,Cocktail glass,New Era Drinks,"Pour ingredients into shaker filled with ice, shake vigorously, and strain into chilled martini glass",Vodka,273,Kahlua,153,Sugar syrup,255,,null,,null,,null,5 cl,1 cl,1 dash,,,
Orange Whip,Alcoholic,Other,http://www.thecocktaildb.com/images/media/drink/ttyrxr1454514759.jpg,Collins Glass,,Pour ingredients over ice and stir.,Orange juice,195,Rum,229,Vodka,273,Cream,94,Ice,145,,null,4 oz,1 oz,1 oz,1 package,Over,
Kool-Aid Shot,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/fegm621503564966.jpg,Old-fashioned glass,,Pour into a large glass with ice and stir. Add a little cranberry juice to taste.,Vodka,273,Amaretto,12,Sloe gin,239,Triple sec,266,Cranberry juice,92,,null,1 shot,1 shot,1 shot,1 shot,"
","
"
Apple Slammer,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/09yd5f1493069852.jpg,Shot glass,,"pour into a shot glass and present to consumer, they are expected to cover the top of the shotglass with thier palm, raise the glass, slam it on the bar and the swallow quickly.",7-Up,2,Apple schnapps,25,,null,,null,,null,,null,1 part,1 part,,,,
Irish Curdling Cow,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/yrhutv1503563730.jpg,Highball glass,,"Pour Irish Cream, Vodka, and Bourbon in a glass. Add some ice and mix in the orange juice.",Bailey's irish cream,30,Bourbon,46,Vodka,273,Orange juice,195,,null,,null,3/4 oz,3/4 oz,3/4 oz,2-3 oz,,
Baby Guinness,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/rvyvxs1473482359.jpg,Shot glass,,"Pour Kahlua, almost filling shot glass. Then, carefully pour Baileys, using wall of shot glass. This will give the ""Guinness"" its ""head"".",Kahlua,153,Bailey's irish cream,30,,null,,null,,null,,null,2 1/2 oz,1/2 oz,,,,
747,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/xxsxqy1472668106.jpg,Shot glass,,"pour kaluha, then Baileys, then Frangelico not chilled and not layered -- SERVE!!!",Kahlua,153,Bailey's irish cream,30,Frangelico,119,,null,,null,,null,1/3 part,1/3 part,1/3 part,,,
Shot-gun,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/2j1m881503563583.jpg,Shot glass,,Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.,Jim Beam,151,Jack Daniels,149,Wild Turkey,281,,null,,null,,null,1 part,1 part,1 oz,,,
Bellini,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/eaag491504367543.jpg,Champagne Flute,Contemporary Classics,"Pour peach purée into chilled flute, add sparkling wine. Stir gently.",Champagne,62,Peach schnapps,207,,null,,null,,null,,null,6 oz,1 oz,,,,
Queen Charlotte,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vqruyt1478963249.jpg,Collins glass,,"Pour red wine and grenadine into a collins glass over ice cubes. Fill with lemon-lime soda, stir, and serve.",Red wine,226,Grenadine,138,Lemon-lime soda,164,,null,,null,,null,2 oz,1 oz,"
","
","
","
"
Rum Screwdriver,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/pwl7v81504886372.jpg,Highball glass,,"Pour rum into a highball glass over ice cubes. Add orange juice, stir, and serve.",Light rum,168,Orange juice,195,,null,,null,,null,,null,1 1/2 oz,5 oz,,,,
Affair,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wxrsxx1472720734.jpg,Highball glass,,"Pour schnapps, orange juice, and cranberry juice over ice in a highball glass. Top with club soda and serve.",Strawberry schnapps,247,Orange juice,195,Cranberry juice,92,Club soda,74,,null,,null,2 oz,2 oz,2 oz,"
","
","
"
Scotch Cobbler,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/1q7coh1504736227.jpg,Old-fashioned glass,,"Pour scotch, brandy, and curacao over ice in an old-fashioned glass. Add the orange slice, top with the mint sprig, and serve.",Scotch,235,Brandy,47,Curacao,101,Orange,192,Mint,186,,null,2 oz,4 dashes,4 dashes,1 slice,1,
Bleeding Surgeon,Alcoholic,Soft Drink / Soda,http://www.thecocktaildb.com/images/media/drink/usuvvr1472719118.jpg,Collins glass,,"Pour Shot of Rum over slice of orange. Fill the remaining space in glass half way full of surge or similar drink. Finish off glass with cranberry juice. Be carefull, warm surge may foam over the glass.",Dark rum,104,Orange,192,Surge,256,Cranberry juice,92,,null,,null,1 shot,1 slice,1/2 glass,1/2 glass,,
Brave Bull Shooter,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/yrtypx1473344625.jpg,Shot glass,,Pour Tabasco into bottom of shot glass and fill with tequila.,Tequila,262,Tabasco sauce,259,,null,,null,,null,,null,1/2 oz,1/2 oz,,,,
Pink Gin,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qyr51e1504888618.jpg,White wine glass,,"Pour the bitters into a wine glass. Swirl the glass to coat the inside with the bitters, shake out the excess. Pour the gin into the glass. Do not add ice.",Bitters,38,Gin,125,,null,,null,,null,,null,3 dashes,2 oz,,,,
Kentucky B And B,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/sqxsxp1478820236.jpg,Brandy snifter,,Pour the bourbon and Benedictine into a brandy snifter.,Bourbon,46,Benedictine,35,,null,,null,,null,,null,2 oz,1/2 oz,,,,
Americano,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/trwruu1478253126.jpg,Collins glass,Unforgettables,"Pour the Campari and vermouth over ice into glass, add a splash of soda water and garnish with half orange slice.",Campari,52,Sweet Vermouth,258,Lemon peel,162,Orange peel,196,,null,,null,1 oz,1 oz red,Twist of,Twist of,,
Swedish Coffee,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/ywtrvt1441246783.jpg,Coffee Mug,,Pour the coffee in an ordinary coffee cup. Add the aquavit. Add sugar by taste. Stir and have a nice evening (morning),Coffee,81,Aquavit,28,Sugar,254,,null,,null,,null,1 cup,4 cl,By taste,,,
Buccaneer,Alcoholic,Beer,http://www.thecocktaildb.com/images/media/drink/upvtyt1441249023.jpg,Beer pilsner,,Pour the corona into an 18oz beer glass pour the bacardi limon into the beer stir very gently,Corona,90,Bacardi Limon,29,,null,,null,,null,,null,1,1 shot,,,,
Caribbean Boilermaker,Alcoholic,Beer,http://www.thecocktaildb.com/images/media/drink/svsxsv1454511666.jpg,Beer pilsner,,Pour the Corona into an 18oz beer glass pour the rum into the beer.,Corona,90,Light rum,168,,null,,null,,null,,null,1 bottle,1 shot,,,,
GG,Optional alcohol,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vyxwut1468875960.jpg,Collins Glass,,Pour the Galliano liqueur over ice. Fill the remainder of the glass with ginger ale and thats all there is to it. You now have a your very own GG.,Galliano,124,Ginger ale,127,Ice,145,,null,,null,,null,2 1/2 shots,"
",,,,
Gin And Tonic,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wtyxvx1472405831.jpg,Highball glass,,Pour the gin and the tonic water into a highball glass almost filled with ice cubes. Stir well. Garnish with the lime wedge.,Gin,125,Tonic water,265,Lime,170,,null,,null,,null,2 oz,5 oz,1,,,
Russian Spring Punch,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ctt20s1504373488.jpg,Highball glass,New Era Drinks,"Pour the ingredients into an highball glass, top with Sparkling wine.",Vodka,273,Creme de Cassis,98,Sugar Syrup,255,Lemon Juice,161,,null,,null,2.5 cl,1.5 cl,1 cl,2.5 cl,,
Black Russian,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/2k5gbb1504367689.jpg,Old-fashioned glass,Contemporary Classics,Pour the ingredients into an old fashioned glass filled with ice cubes. Stir gently.,Coffee liqueur,83,Vodka,273,,null,,null,,null,,null,3/4 oz,1 1/2 oz,,,,
Diesel,Alcoholic,Beer,http://www.thecocktaildb.com/images/media/drink/sxrrqq1454512852.jpg,Pint glass,,Pour the lager first then add the blackcurrant cordial. Top up with the cider. The colour sholud be very dark approaching the colour of Guiness.,Lager,159,Cider,71,Blackcurrant cordial,41,,null,,null,,null,1/2 pint,1/2 pint,1 dash,,,
Raspberry Cooler,Alcoholic,Other,http://www.thecocktaildb.com/images/media/drink/suqyyx1441254346.jpg,Highball glass,,Pour the raspberry vodka and soda into a highball glass almost filled with ice cubes. Stir well.,Raspberry vodka,225,Lemon-lime soda,164,Ice,145,,null,,null,,null,2 oz,4 oz,"
","
","
","
"
Veteran,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/iwml9t1492976255.jpg,Old-fashioned glass,,Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.,Dark rum,104,Cherry brandy,65,,null,,null,,null,,null,2 oz,1/2 oz,,,,
A Furlong Too Late,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ssxvww1472669166.jpg,Highball glass,,Pour the rum and ginger beer into a highball glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.,Light rum,168,Ginger beer,128,Lemon peel,162,,null,,null,,null,2 oz,4 oz,1 twist of,,,
Rum Cooler,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/2hgwsb1504888674.jpg,Collins glass,,Pour the rum and soda into a collins glass almost filled with ice cubes. Stir well and garnish with the lemon wedge.,Rum,229,Lemon-lime soda,164,Lemon,160,,null,,null,,null,2 oz light or dark,4 oz,1,,,
Lord And Lady,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/quwrys1468923219.jpg,Old-fashioned glass,,Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.,Dark rum,104,Tia maria,263,,null,,null,,null,,null,1 1/2 oz,1/2 oz,,,,
Flaming Lamborghini,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/yywpss1461866587.jpg,Cocktail glass,,"Pour the Sambuca and Kahlua into the Cocktail Glass and give the drinker a straw. Pour the Baileys and Blue Curacao into two sepsrate shot glasses either side of the cocktail glass. Set light the concotion in the cocktail glass and start to drink through the straw (this drink should be drunk in one) , as the bottom of the glass is reached put out the fire by pouring the Baileys and Blue Curacao into the cocktail glass and keep drinking till it's all gone!!",Kahlua,153,Sambuca,232,Blue Curacao,44,Bailey's irish cream,30,,null,,null,1 oz,1 oz,1 oz,1 oz,,
Rusty Nail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yqsvtw1478252982.jpg,Old-fashioned glass,Unforgettables,Pour the Scotch and Drambuie into an old-fashioned glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.,Scotch,235,Drambuie,107,Lemon peel,162,,null,,null,,null,1 1/2 oz,1/2 oz,1 twist of,,,
Tequila Sunrise,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/quqyqp1480879103.jpg,Highball glass,Contemporary Classics,"Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.",Tequila,262,Orange juice,195,Grenadine,138,,null,,null,,null,2 measures,,,,,
Dirty Martini,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/vcyvpq1485083300.jpg,Cocktail glass,New Era Drinks,"Pour the vodka, dry vermouth and olive brine into a cocktail shaker with a handful of ice and shake well.
Rub the rim of a martini glass with the wedge of lemon.
Strain the contents of the cocktail shaker into the glass and add the olive.
A dirty Martini contains a splash of olive brine or olive juice and is typically garnished with an olive.",Vodka,273,Dry Vermouth,108,Olive Brine,191,Lemon,160,Olive,190,,null,70ml/2fl oz,1 tbsp,2 tbsp,1 wedge,1,
Godmother,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/4889up1504368984.jpg,Old-fashioned glass,,Pour vodka and amaretto into an old-fashioned glass over ice and serve.,Vodka,273,Amaretto,12,,null,,null,,null,,null,1 1/2 oz,3/4 oz,,,,
White Russian,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vsrupw1472405732.jpg,Old-fashioned glass,,Pour vodka and coffee liqueur over ice cubes in an old-fashioned glass. Fill with light cream and serve.,Vodka,273,Coffee liqueur,83,Light cream,167,,null,,null,,null,2 oz,1 oz,"
","
","
","
"
Blue Lagoon,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vak0e51504389504.jpg,Highball glass,,"Pour vodka and curacao over ice in a highball glass. Fill with lemonade, top with the cherry, and serve.",Vodka,273,Blue Curacao,44,Lemonade,165,Cherry,64,,null,,null,1 oz,1 oz,"
","
","
","
"
AT&T,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rhhwmp1493067619.jpg,Highball Glass,,"Pour Vodka and Gin over ice, add Tonic and Stir",Absolut Vodka,7,Gin,125,Tonic water,265,,null,,null,,null,1 oz,1 oz,4 oz,,,
Vodka And Tonic,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/lmj2yt1504820500.jpg,Highball glass,,"Pour vodka into a highball glass over ice cubes. Fill with tonic water, stir, and serve.",Vodka,273,Tonic water,265,,null,,null,,null,,null,2 oz,"
","
","
","
","
"
Army Special,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/55muhh1493068062.jpg,Cocktail glass,,"Pour Vodka, Gin and lime cordial into glass, and top up with crushed ice. Wait for ice to melt slightly and sip without a straw.",Vodka,273,Gin,125,Lime juice cordial,172,Ice,145,,null,,null,30 ml,30 ml,45 ml,1/2 glass crushed,,
Zimadori Zinger,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/bw8gzx1485619920.jpg,Collins glass,,Pour Zima in a collins glass over ice and then pour the shot of Midori. Don't stir. Garnish with a cherry.,Midori melon liqueur,184,Zima,288,,null,,null,,null,,null,1.5 oz,12 oz,,,,
Thai Iced Coffee,Non alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/rqpypv1441245650.jpg,Highball glass,,"Prepare a pot of coffee at a good European strength. In the ground coffee, add 2 or 3 freshly ground cardamom pods. Sweeten while hot, then cool quickly. Serve in highball glass over ice, with cream. To get the layered effect, place a spoon atop the coffee and pour the milk carefully into the spoon so that it floats on the top of the coffee.",Coffee,81,Sugar,254,Cream,94,Cardamom,57,,null,,null,black,"
"," pods
","
","
","
"
Bora Bora,Non alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/xwuqvw1473201811.jpg,Highball glass,,"Prepare in a blender or shaker, serve in a highball glass on the rocks. Garnish with 1 slice of pineapple and one cherry.",Pineapple juice,216,Passion fruit juice,202,Lemon juice,161,Grenadine,138,,null,,null,10 cl,6 cl,1 cl,1 cl,,
Zorbatini,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/wtkqgb1485621155.jpg,Cocktail glass,,Prepare like a Martini. Garnish with a green olive.,Vodka,273,Ouzo,200,,null,,null,,null,,null,1 1/4 oz Stoli,1/4 oz,,,,
Sweet Tooth,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/j6rq6h1503563821.jpg,Highball Glass,,"Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.",Godiva liqueur,129,Milk,185,,null,,null,,null,,null,2 shots,"
","
","
","
","
"
Karsk,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/808mxk1487602471.jpg,Highball glass,,"Put a copper coin in a coffe-cup and fill up with coffee until you no longer see the coin, then add alcohol until you see the coin. Norwegian speciality.",Coffee,81,Grain alcohol,131,,null,,null,,null,,null,1 part,2 parts,,,,
Abbey Martini,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/2mcozt1504817403.jpg,Cocktail glass,,"Put all ingredients into a shaker and mix, then strain contents into a chilled cocktail glass.",Gin,125,Sweet Vermouth,258,Orange Juice,195,Angostura Bitters,15,,null,,null,2 shots,1 shot,1 shot,3 dashes,"
","
"
Snakebite and Black,Alcoholic,Beer,http://www.thecocktaildb.com/images/media/drink/rssvwv1441248863.jpg,Pint glass,,Put blackcurrant squash in first up to about 1cm in glass. Then add the larger and cider one after another.,Lager,159,Cider,71,Blackcurrant squash,42,,null,,null,,null,1/2 pint,1/2 pint,A little bit of,,,
Arise My Love,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wyrrwv1441207432.jpg,Champagne flute,,Put creme de menthe into a champagne flute. Fill with chilled champagne and serve.,Champagne,62,Green Creme de Menthe,137,,null,,null,,null,,null,Chilled,1 tsp,,,,
California Root Beer,Alcoholic,Soft Drink / Soda,http://www.thecocktaildb.com/images/media/drink/rsxuyr1472719526.jpg,Highball glass,,Put Kahlua and Galliano in highball glass fill with soda,Kahlua,153,Galliano,124,Soda water,240,,null,,null,,null,3/4 oz,3/4 oz,Fill with,,,
Mojito #3,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/vwxrsw1478251483.jpg,Collins glass,,"Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.",Mint,186,Lemon juice,161,Dark rum,104,Club soda,74,Angostura bitters,15,,null,1/2 handful,3 cl,1/8 L Jamaican,1/8 L,8 drops,
Chocolate Milk,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/j6q35t1504889399.jpg,Shot Glass,,"Put the milk in the bottom, pour the Liquer on top and add the dash of amaretto. Do not mix. SLAM IT!",Chocolate liqueur,69,Milk,185,Amaretto,12,,null,,null,,null,1/2 shot,1/2 shot,1 dash,,,
Ice Pick #1,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ypsrqp1469091726.jpg,Collins Glass,,Put Vodka in glass fill with iced tea. Stir in lemon to taste.,Vodka,273,Iced tea,146,Lemon juice,161,,null,,null,,null,1 1/2 oz,6 oz," to taste
","
","
","
"
